name,feeling_relaxed,feeling_happy,feeling_euphoric,feeling_uplifted,feeling_sleepy,helps_stress,helps_pain,helps_depression,helps_anxiety,helps_insomnia,feeling_hungry,feeling_talkative,helps_headache,helps_ptsd,feeling_creative,feeling_energetic,helps_fatigue,feeling_focused,feeling_giggly,helps_lackofappetite,helps_nausea,helps_headaches,helps_bipolar_disorder,helps_cancer,helps_tingly,helps_cramps,feeling_aroused,helps_gastrointestinaldisorder,helps_inflammation,helps_musclespasms,helps_eye_pressure,helps_migraines,helps_asthma,helps_anorexia,helps_arthritis,helps_add/adhd,helps_musculardystrophy,helps_hypertension,helps_glaucoma,helps_pms,helps_seizures,helps_spasticity,helps_spinalcordinjury,helps_fibromyalgia,helps_crohn’sdisease,helps_phantomlimbpain,helps_epilepsy,helps_multiplesclerosis,helps_parkinson’s,helps_tourette’ssyndrome,helps_alzheimer’s,helps_hiv/aids,helps_tinnitus,cluster
Monkey Bread #1,100,0,66,0,33,66,66,66,0,0,100,33,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Star Cookie,80,0,100,40,0,0,0,0,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Durban Berry,60,78,0,56,0,56,0,43,34,0,0,0,0,0,60,0,13,56,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albert Walker,73,65,57,0,0,32,36,28,32,26,42,0,8,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LA Ultra,68,68,73,0,42,36,31,0,31,36,0,0,5,0,0,0,0,0,0,0,0,21,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cindy White,42,52,50,55,0,18,13,15,18,13,0,0,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ancient OG,78,45,67,0,52,36,28,34,23,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91 Krypt,92,53,53,0,38,53,0,46,0,38,0,0,0,0,0,0,0,0,30,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kali Dog,88,44,0,66,0,22,33,0,22,0,33,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Purple Kush,74,62,0,25,0,37,25,0,18,25,33,0,0,0,0,0,0,0,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Grape Vine,57,28,0,28,28,14,0,14,0,28,28,0,0,0,0,0,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blockhead,62,41,42,0,42,32,30,26,35,26,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
White Haze,53,53,0,53,0,33,0,13,0,0,0,0,6,0,46,46,13,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Animal Gas,50,50,75,50,0,0,0,25,0,25,0,0,0,0,50,0,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Trainwreck,53,57,50,50,0,27,33,25,24,0,0,0,0,0,0,37,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vixen,33,66,50,50,0,16,16,0,0,0,0,0,0,0,0,0,16,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buckeye Purple,84,36,36,0,73,0,31,0,21,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Santa Sativa,0,75,0,0,0,0,25,0,0,0,50,0,0,0,50,75,25,0,0,25,25,0,0,0,0,0,50,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very Berry Haze,38,64,0,53,0,25,25,15,25,0,0,0,2,0,0,46,0,53,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cluster Funk,100,40,60,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The One,70,75,66,54,0,37,37,37,29,0,0,0,0,0,45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth OG,51,53,41,41,26,19,19,24,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Scout's Honor,81,62,50,0,25,0,0,18,25,12,0,25,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blueberry Jack,61,56,43,40,0,36,22,27,20,0,0,0,2,0,29,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Maria,55,58,45,61,0,23,13,18,0,0,0,0,0,0,0,45,0,0,0,18,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Donegal,0,48,55,39,0,30,13,30,23,0,0,0,6,0,44,48,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida Orange,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tahoe Hydro OG,62,50,37,37,0,37,37,25,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Juggernaut,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kali 47,0,60,0,60,0,20,20,20,0,0,0,40,0,0,0,60,20,40,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sun King OG,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
White Sangria,68,52,47,57,0,31,0,26,36,0,0,0,0,0,0,0,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Girl,0,80,80,40,0,40,40,0,60,0,0,0,0,40,0,0,0,0,40,40,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shiatsu Kush,80,40,40,32,38,42,40,30,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strawberry Blonde,0,41,35,47,0,64,0,58,29,0,0,0,0,0,0,52,52,35,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sexxpot,54,54,0,63,0,0,36,0,0,0,0,36,0,0,0,0,18,0,0,18,0,0,0,0,0,0,45,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
Hawaiian Cookies,65,60,52,34,0,30,26,21,34,0,0,0,4,0,30,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Haze,54,48,45,41,0,25,29,22,32,0,0,0,3,0,29,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velvet Glove,66,66,66,33,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,66,66,0,0,0,66,66,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Moon Drops,66,66,66,0,33,66,66,33,0,33,0,0,0,0,0,0,0,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Qrazy Train,62,58,52,52,0,42,37,37,32,20,0,0,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Panama Punch,21,31,26,31,0,26,0,15,21,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,21,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Training Day,73,54,47,0,36,17,26,17,17,26,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mandarin Jack,50,0,50,50,0,50,0,0,0,50,50,0,0,0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Captain Jack,28,0,28,0,14,0,0,0,0,0,28,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66 Cookies,16,16,0,16,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Green Haze,0,54,45,50,0,37,33,29,29,20,0,45,12,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Goddess,63,65,56,56,0,47,26,52,41,0,0,0,4,0,0,0,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Ice,66,0,66,33,33,66,0,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Warlock,62,53,48,43,0,50,45,30,37,0,0,0,6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill,63,45,54,0,36,45,0,0,36,0,45,0,18,0,0,0,0,0,0,27,0,36,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
White Lotus,73,43,56,0,21,26,26,26,0,0,0,0,0,21,0,0,17,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Margaret Cho-G,75,0,75,50,0,50,50,50,0,0,0,50,0,0,0,0,0,75,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acid,0,60,65,26,0,43,0,26,21,0,0,0,4,21,56,43,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace High,42,71,0,42,0,0,0,14,0,14,28,28,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blackberry Trainwreck,52,32,40,0,0,20,24,8,0,8,0,0,4,0,28,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Dream Berry,74,37,0,37,44,18,22,14,0,14,44,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Purple Martian,100,66,83,33,58,66,50,41,58,50,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Red Poison,68,44,56,40,0,32,0,36,20,16,0,32,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCD,0,0,43,37,0,0,37,12,37,0,0,0,0,0,75,68,25,0,0,0,56,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawaiian Dream,53,61,48,61,0,42,35,31,35,0,0,0,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Satellite,0,62,52,62,0,60,32,37,45,0,0,50,12,0,0,47,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freakshow,100,0,0,0,0,0,100,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Chem Berry Diesel,100,100,0,50,0,50,50,50,50,50,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dosi White,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Jesus,51,59,37,43,0,29,29,21,27,16,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Side of the Moon,91,50,69,33,58,41,30,27,30,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Himalayan Blackberry,73,52,52,42,78,36,15,21,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Hollywood OG,48,35,32,35,0,32,21,18,0,18,0,0,10,0,0,0,0,35,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Island Girl,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Critical Kali Mist,54,72,81,81,0,27,0,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaman,0,54,48,74,0,54,19,35,51,0,0,0,3,0,41,0,19,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foul Mouth,100,0,60,60,40,60,0,60,40,60,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Blue Nina,0,70,90,50,0,30,0,30,30,0,0,60,0,0,50,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG 1 Kenobi,80,0,60,20,60,40,30,40,50,40,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3D,55,62,51,59,0,33,40,33,29,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tommy's Home Grown,57,42,0,42,0,42,0,28,0,0,0,0,0,0,0,71,0,42,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
Headband Cookies Bx1,50,50,50,50,0,0,0,50,0,0,0,50,0,0,0,0,50,0,0,50,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gravity,42,57,61,47,0,61,57,14,19,19,42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zoom Pie,85,57,42,0,42,57,42,42,0,57,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Brains Damage,47,57,36,0,63,31,0,21,0,31,36,0,5,0,0,0,0,0,0,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sour OG Cheese,0,66,66,33,33,0,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R-4,50,50,0,75,0,0,50,25,0,0,0,0,0,0,25,0,0,25,0,0,50,0,0,0,0,25,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firewalker OG,60,50,46,50,0,50,46,35,32,0,0,0,17,0,0,39,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Light of Jah,42,60,62,54,0,34,11,20,25,0,0,0,8,0,0,54,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Skunk,0,66,0,33,0,66,0,33,66,0,0,0,0,0,0,33,33,66,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nurse Jackie,46,57,0,46,0,42,28,0,0,0,0,0,3,0,0,35,0,39,0,0,0,28,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Four Way,50,50,0,50,0,25,0,0,25,0,0,0,0,0,50,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NYPD,45,43,40,45,0,24,13,13,21,0,0,0,8,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack Skellington,0,58,58,48,0,35,22,32,31,0,0,0,0,0,60,47,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faygo Red Pop,85,85,42,57,0,57,0,42,57,28,0,0,14,0,0,0,0,0,57,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apricot Jelly,100,50,0,50,0,0,0,50,50,0,0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caramel Kona Coffee Kush,85,57,0,42,71,28,28,14,28,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Special Kush #1,66,44,44,33,0,44,55,33,0,33,33,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Kerosene,0,50,66,33,0,66,33,66,0,0,0,33,0,0,0,66,33,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-91,81,68,81,31,0,37,31,37,37,0,0,0,0,0,37,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818 OG,42,42,0,26,26,0,21,31,26,26,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Platinum Trainwreck,45,46,60,43,0,35,36,31,30,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holland's Hope,55,51,50,35,37,51,29,25,27,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Punky Lion,85,42,57,0,28,28,21,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cluster Bomb,40,40,40,0,0,40,30,0,30,0,40,0,0,0,0,0,0,50,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Burnt Cookies,100,0,0,100,50,50,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Blue Champagne,0,61,55,57,0,38,31,36,40,0,0,0,4,0,48,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Tahoe,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GI001,0,44,0,44,0,0,0,0,0,0,0,0,0,44,55,55,0,44,0,0,0,33,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,2
Venus OG,66,77,77,66,0,55,0,44,33,0,0,55,0,0,0,0,0,0,0,0,0,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Designer OG,100,50,0,50,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Comfortably Dumb,66,0,66,33,0,33,33,0,0,33,0,0,0,0,0,0,0,66,0,33,0,33,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
In The Pines,42,60,0,60,0,22,22,25,20,0,0,0,5,0,0,45,0,51,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Island,77,36,0,40,0,45,36,27,40,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,27,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richie Rich,0,75,50,25,0,75,50,0,25,25,0,50,0,0,50,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Betty,50,60,75,66,0,30,24,28,16,0,0,0,0,0,41,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grape Skunk,59,68,50,50,37,43,34,25,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Cough,0,43,56,62,0,50,25,31,25,0,0,0,0,0,0,50,25,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadlights,77,33,0,22,44,44,55,0,33,0,0,0,11,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Russian Assassin,64,35,71,35,35,0,35,0,64,0,0,0,7,0,0,0,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pineberry,100,0,42,42,0,57,42,28,0,0,0,0,0,0,0,0,28,71,0,0,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
